GEOID,Mo_period_1_tt_3,Mo_period_2_tt_3,Mo_period_3_tt_3,Mo_period_4_tt_3,Tu_period_1_tt_3,Tu_period_2_tt_3,Tu_period_3_tt_3,Tu_period_4_tt_3,We_period_1_tt_3,We_period_2_tt_3,We_period_3_tt_3,We_period_4_tt_3,Th_period_1_tt_3,Th_period_2_tt_3,Th_period_3_tt_3,Th_period_4_tt_3,Fr_period_1_tt_3,Fr_period_2_tt_3,Fr_period_3_tt_3,Fr_period_4_tt_3,Sa_period_1_tt_3,Sa_period_2_tt_3,Sa_period_3_tt_3,Sa_period_4_tt_3,Su_period_1_tt_3,Su_period_2_tt_3,Su_period_3_tt_3,Su_period_4_tt_3,min,mean,index,Median_Income,Median_Income_4per_hh,Total_Population,percent_car_owners,percent_poverty,percent_food_insecure,TCoL_2023,TCoL_mapping,Income_minus_TCOL,below_TCOL,poverty_ind
36005002800,19.27,14.85,19.11,34.63,16.53,15.47,15.85,35.5,14.63,11.82,13.24,28.08,17.21,15.91,16.38,28.79,17.42,12.4,13.31,27.23,20.93,12.82,15.69,58.72,33.86,31.86,46.87,71.08,11.82,24.266428571428577,0.6071428571428571,54321,84197,5372,0.685,0.0287,0.076,107246.0,Bronx,-23049.0,1,1
36005003100,22.23,16.64,19.09,44.7,18.39,13.42,15.67,35.06,22.01,11.85,14.59,27.98,17.7,14.33,18.56,31.72,21.03,11.94,16.15,36.68,14.73,11.93,20.95,53.45,36.35,41.21,40.27,60.25,11.85,25.31714285714286,0.5,34276,31859,2165,0.2654,0.1718,0.134,107246.0,Bronx,-75387.0,1,1
36005003300,22.22,15.8,18.66,43.17,20.03,12.05,16.35,34.39,22.47,10.57,15.82,27.88,18.01,13.52,19.5,32.01,22.2,10.34,15.7,38.02,13.58,10.47,21.86,50.14,34.34,37.54,37.34,55.71,10.34,24.631785714285716,0.4642857142857143,20129,38535,3339,0.3484,0.5281,0.281,107246.0,Bronx,-68711.0,1,1
36005003500,18.97,12.92,16.09,43.09,15.91,9.42,13.1,33.21,18.69,8.91,11.39,26.19,14.52,10.75,16.5,30.15,18.16,9.56,12.43,36.16,11.37,7.64,18.2,50.44,33.08,38.38,37.93,57.61,7.64,22.5275,0.6428571428571429,30793,27928,3880,0.4146,0.3856,0.228,107246.0,Bronx,-79318.0,1,1
36005003700,20.1,13.76,16.58,46.87,17.7,9.33,13.36,35.97,19.86,8.32,12.95,28.21,15.4,10.77,17.95,32.76,19.99,8.92,12.53,40.33,11.93,6.82,20.15,53.64,35.22,40.61,39.9,60.77,6.82,23.953571428571422,0.5714285714285714,37321,57847,277,0.1203,0.3053,,107246.0,Bronx,-49399.0,1,1
36005003800,25.12,20.34,23.65,36.07,22.8,15.33,16.73,40.13,11.44,15.58,16.0,31.7,23.4,16.36,16.67,34.23,20.42,13.32,17.58,28.86,26.73,14.83,23.96,63.33,35.39,26.69,51.44,76.72,11.44,27.315000000000005,0.35714285714285715,83295,116146,1313,0.7638,0.1346,0.109,107246.0,Bronx,8900.0,0,0
36005003900,18.36,13.99,16.32,40.5,18.93,11.28,14.83,31.8,18.38,9.53,15.41,26.1,16.94,10.79,16.5,32.08,18.44,11.07,13.95,39.73,12.79,13.58,19.45,43.76,28.79,30.65,29.0,47.93,9.53,22.17428571428571,0.6428571428571429,20049,31075,6710,0.2761,0.3981,0.255,107246.0,Bronx,-76171.0,1,1
36005004001,25.84,21.55,24.05,34.88,24.19,14.87,20.5,42.32,16.12,16.09,17.01,32.26,23.53,17.7,18.29,35.98,16.35,13.35,11.42,26.85,26.78,15.96,25.58,64.92,36.79,23.51,50.27,80.45,11.42,27.76464285714286,0.35714285714285715,64087,99334,1574,0.7324,0.1925,0.132,107246.0,Bronx,-7912.0,1,1
36005004100,19.18,12.33,14.8,42.98,18.28,9.56,12.82,33.25,19.18,7.65,13.39,26.77,16.14,9.17,16.44,31.91,19.13,9.39,11.78,39.52,11.78,8.63,20.03,47.44,30.9,34.63,34.48,53.23,7.65,22.313928571428573,0.6071428571428571,20551,63182,5798,0.3132,0.4852,0.307,107246.0,Bronx,-44064.0,1,1
36005004200,27.56,22.55,25.58,38.69,24.88,15.99,19.35,44.63,14.0,16.65,17.16,34.82,25.44,18.26,18.58,37.89,20.43,13.85,15.45,30.09,29.49,15.57,26.25,70.75,37.84,26.33,55.82,85.06,13.85,29.60571428571429,0.35714285714285715,57250,89758,7803,0.535,0.2366,0.141,107246.0,Bronx,-17488.0,1,1
36005004300,15.93,9.83,11.84,43.14,15.36,7.75,9.13,32.47,15.78,5.74,9.71,25.24,13.13,6.21,14.83,30.92,15.89,6.77,8.7,39.45,10.58,6.53,16.79,47.57,29.8,34.48,35.43,54.42,5.74,20.479285714285712,0.6428571428571429,25534,68534,5527,0.2446,0.3553,0.254,107246.0,Bronx,-38712.0,1,1
36005004400,25.85,19.48,23.43,38.85,22.24,16.42,18.76,44.59,16.21,14.66,16.9,33.19,23.18,18.47,18.76,36.74,18.92,13.83,13.75,29.48,27.13,15.43,22.81,73.54,41.68,31.45,57.22,89.19,13.75,29.362857142857145,0.42857142857142855,15750,15451,4551,0.31,0.5072,0.327,107246.0,Bronx,-91795.0,1,1
36005004600,26.93,21.84,25.32,41.51,24.13,18.3,19.31,45.13,15.76,18.17,18.47,35.07,24.64,19.32,19.53,37.91,21.84,15.94,18.62,32.5,28.65,17.15,24.96,73.33,41.09,32.94,58.49,87.69,15.76,30.87642857142857,0.35714285714285715,29145,45174,1826,0.3663,0.5043,0.279,107246.0,Bronx,-62072.0,1,1
36005004800,20.7,14.04,18.75,35.84,16.65,15.01,15.59,39.86,13.45,8.26,10.91,29.35,18.05,15.25,15.62,31.58,15.74,10.04,10.27,26.59,22.18,10.12,16.7,69.68,39.53,33.3,54.71,84.69,8.26,25.445,0.5714285714285714,33500,87969,4464,0.3098,0.2607,0.167,107246.0,Bronx,-19277.0,1,1
36005005001,20.91,13.82,19.3,37.43,16.62,16.41,16.65,39.46,15.82,8.22,11.05,29.93,18.41,16.5,16.65,31.46,17.53,10.56,10.86,28.3,22.46,10.41,14.93,67.96,40.18,37.16,53.29,82.05,8.22,25.868928571428565,0.5714285714285714,28353,47727,4304,0.3389,0.5078,0.295,107246.0,Bronx,-59519.0,1,1
36005005002,19.2,11.7,17.18,35.44,14.57,13.65,14.42,38.38,12.13,5.91,8.79,27.42,15.51,13.19,13.17,29.04,15.09,8.36,8.59,25.74,19.62,8.28,13.63,68.17,39.88,36.37,52.85,83.53,5.91,23.92178571428571,0.6428571428571429,34013,62969,6393,0.2271,0.3928,0.255,107246.0,Bronx,-44277.0,1,1
36005005100,13.88,9.94,14.43,42.51,16.33,8.42,15.43,32.63,17.55,10.93,15.9,28.29,15.47,7.64,18.13,34.32,14.02,9.02,12.64,42.58,12.9,13.45,18.68,44.56,28.93,30.71,32.05,51.71,7.64,21.894642857142856,0.6428571428571429,19731,16250,6087,0.1391,0.5366,0.337,107246.0,Bronx,-90996.0,1,1
36005005200,19.53,14.0,19.24,39.64,15.05,14.84,14.9,40.15,14.25,9.05,10.74,30.46,17.07,14.9,15.05,31.03,17.37,10.56,10.74,29.98,21.25,10.54,13.5,69.29,40.37,40.42,54.24,83.68,9.05,25.779999999999998,0.6071428571428571,21397,33165,1833,0.2097,0.4163,0.215,107246.0,Bronx,-74081.0,1,1
36005005300,26.57,23.58,23.93,61.46,19.2,18.51,21.31,49.18,20.43,19.86,17.78,36.55,20.82,17.5,14.91,48.93,24.0,21.2,20.63,55.08,24.31,22.17,26.27,55.49,46.08,41.16,50.37,86.94,14.91,32.65071428571428,0.21428571428571427,20449,28114,5472,0.1887,0.5549,0.259,107246.0,Bronx,-79132.0,1,1
36005005400,18.92,10.05,16.0,34.35,14.52,13.68,14.32,36.94,12.0,4.81,9.29,25.98,14.16,12.19,13.13,28.38,15.01,8.82,9.08,25.23,19.12,8.74,15.02,66.1,40.44,35.13,51.56,82.14,4.81,23.396785714285716,0.6428571428571429,45625,24427,5638,0.3209,0.27,0.181,107246.0,Bronx,-82819.0,1,1
36005005600,18.7,10.32,15.31,33.35,15.14,13.53,14.8,36.54,12.26,5.26,9.85,25.37,12.22,11.22,13.66,28.04,14.67,9.28,9.54,24.31,18.34,9.84,16.7,65.04,39.99,32.82,50.42,81.7,5.26,23.150714285714287,0.6428571428571429,40341,58516,2168,0.3952,0.3196,0.213,107246.0,Bronx,-48730.0,1,1
36005005902,12.29,10.52,12.47,45.98,11.6,8.71,12.01,32.34,10.44,8.59,12.92,29.29,16.0,11.35,15.39,32.93,8.41,8.25,11.92,42.99,8.86,5.69,8.5,45.98,27.13,33.52,37.57,58.53,5.69,20.720714285714287,0.6428571428571429,44917,72989,2730,0.314,0.1612,0.118,107246.0,Bronx,-34257.0,1,1
36005006000,19.99,14.22,13.87,35.46,16.43,13.2,16.44,40.73,15.5,11.71,15.36,26.13,11.72,11.07,14.29,31.94,16.41,12.26,12.52,27.24,16.82,15.68,19.49,66.38,39.66,25.29,48.69,86.81,11.07,24.8325,0.6428571428571429,34239,49526,1295,0.4211,0.332,0.23,107246.0,Bronx,-57720.0,1,1
